Name,City,State,Pub. Rating,County,GOP %,Dem %
Lakes Community High School,Lake Villa,Illinois,-6.8924825563416325,Lake County,0.4235745088643987,0.5572592237661715
Lake Zurich High School,Lake Zurich,Illinois,-7.7511443087610035,Lake County,0.4235745088643987,0.5572592237661715
Lemont Township High School,Lemont,Illinois,-8.680653777222082,Cook County,0.6032082324455206,0.36955205811138014
Libertyville High School,Libertyville,Illinois,-9.896322549310932,Lake County,0.4235745088643987,0.5572592237661715
Adlai E. Stevenson High School,Lincolnshire,Illinois,-11.03873181121817,Lake County,0.4235745088643987,0.5572592237661715
Lisle High School,Lisle,Illinois,-13.912994953331527,Dupage County,0.4970403325502992,0.4867727665274326
Lockport Township High School,Lockport,Illinois,-9.888882646689666,Will County,0.5106844794720233,0.4740176526182581
Glenbard East High School,Lombard,Illinois,-10.554055866731767,Dupage County,0.4970403325502992,0.4867727665274326
Kaneland High School,Maple Park,Illinois,-8.909084962654408,Kane County,0.21883572081682415,0.7506857665345931
Proviso East High School,Maywood,Illinois,-10.248306093095472,Cook County,0.6032082324455206,0.36955205811138014
McHenry High School West Campus,McHenry,Illinois,-9.211796106080508,Mchenry County,0.3482849604221636,0.6223143611006408
Bremen High School,Midlothian,Illinois,-14.478432235570258,Cook County,0.6032082324455206,0.36955205811138014
Minooka Community High School,Minooka,Illinois,-11.416493147612083,Grundy County,0.3881906568650699,0.5933127815982926
Prospect High School,Mount Prospect,Illinois,-3.158209257520108,Cook County,0.6032082324455206,0.36955205811138014
Naperville Central High School,Naperville,Illinois,2.4923693068854704,Dupage County,0.4970403325502992,0.4867727665274326
Naperville North High School,Naperville,Illinois,-6.863387425792146,Dupage County,0.4970403325502992,0.4867727665274326
Neuqua Valley High School,Naperville,Illinois,-10.332392430281253,Dupage County,0.4970403325502992,0.4867727665274326
Lincoln-Way West High School,New Lenox,Illinois,-1.116915395184434,Will County,0.5106844794720233,0.4740176526182581
Lincoln-Way Central High School,New Lenox,Illinois,-1.104536101718726,Will County,0.5106844794720233,0.4740176526182581
Providence Catholic High School,New Lenox,Illinois,-8.276472678623424,Will County,0.5106844794720233,0.4740176526182581
Normal Community High School,Normal,Illinois,0.05773502691896258,Mclean County,0.3391908459337965,0.6395586432366163
Normal West High School,Normal,Illinois,-9.695251143567253,Mclean County,0.3391908459337965,0.6395586432366163
Glenbrook North High School,Northbrook,Illinois,-7.943047274188918,Cook County,0.6032082324455206,0.36955205811138014
Oak Forest High School,Oak Forest,Illinois,-10.55536130001778,Cook County,0.6032082324455206,0.36955205811138014
Oak Lawn Community High School,Oak Lawn,Illinois,-11.712235934621335,Cook County,0.6032082324455206,0.36955205811138014
Fenwick High School,Oak Park,Illinois,5.874521257089807,Cook County,0.6032082324455206,0.36955205811138014
Oak Park and River Forest High School,Oak Park,Illinois,-11.42164381200977,Cook County,0.6032082324455206,0.36955205811138014
Okawville High School,Okawville,Illinois,0.0,Washington County,0.29450851600091654,0.696415387357112
Rich Central High School,Olympia Fields,Illinois,-6.209962670067862,Cook County,0.6032082324455206,0.36955205811138014
Orion High School,Orion,Illinois,-13.580316638429311,Henry County,0.41368796886909776,0.5608376459261042
Carl Sandburg High School,Orland Park,Illinois,-5.397221507405454,Cook County,0.6032082324455206,0.36955205811138014
William Fremd High School,Palatine,Illinois,-12.399588860989248,Cook County,0.6032082324455206,0.36955205811138014
Palatine High School,Palatine,Illinois,-8.07263082402835,Cook County,0.6032082324455206,0.36955205811138014
Richwoods High School,Peoria,Illinois,-8.927457644816917,Peoria County,0.5130668716372021,0.46908788111708943
Plainfield Central High School,Plainfield,Illinois,-6.251676698171582,Will County,0.5106844794720233,0.4740176526182581
Plainfield South High School,Plainfield,Illinois,-12.218777292287411,Will County,0.5106844794720233,0.4740176526182581
Plainfield East High School,Plainfield,Illinois,-3.5291642070042593,Will County,0.5106844794720233,0.4740176526182581
Palestine High School,Robinson,Illinois,-6.644546636152086,Crawford County,0.5932486202027981,0.39327429084841486
Rock Island High School,Rock Island,Illinois,3.7080992435478315,Rock Island County,0.6023581997533909,0.3836004932182491
Guilford High School,Rockford,Illinois,-7.323114091696237,Winnebago County,0.5112932645754048,0.47372035940279683
Jefferson High School,Rockford,Illinois,0.17320508075688773,Winnebago County,0.5112932645754048,0.47372035940279683
Rolling Meadows High School,Rolling Meadows,Illinois,-11.512371063338776,Cook County,0.6032082324455206,0.36955205811138014
Lake Park High School,Roselle,Illinois,-4.031128874149275,Dupage County,0.4970403325502992,0.4867727665274326
Schaumburg High School,Schaumburg,Illinois,-12.934474283866354,Cook County,0.6032082324455206,0.36955205811138014
Niles West High School,Skokie,Illinois,-9.859730509211989,Cook County,0.6032082324455206,0.36955205811138014
Niles North High School,Skokie,Illinois,-6.74599087289205,Cook County,0.6032082324455206,0.36955205811138014
St. Charles East High School,St. Charles,Illinois,-7.455592670537032,Kane County,0.21883572081682415,0.7506857665345931
St. Charles North High School,St. Charles,Illinois,-7.319418616863561,Kane County,0.21883572081682415,0.7506857665345931
Sterling High School,Sterling,Illinois,-2.1213203435596424,Whiteside County,0.5766331658291457,0.4036850921273032
Argo Community High School,Summit,Illinois,2.865018906278514,Cook County,0.6032082324455206,0.36955205811138014
Tinley Park High School,Tinley Park,Illinois,-7.067138349038063,Cook County,0.6032082324455206,0.36955205811138014
University of Illinois Laboratory High School,Urbana,Illinois,-10.952081776452149,Champaign County,0.39098721023181454,0.5921262989608314
Vernon Hills High School,Vernon Hills,Illinois,-6.096191301714274,Lake County,0.4235745088643987,0.5572592237661715
Wauconda High School,Wauconda,Illinois,-17.866169147301836,Lake County,0.4235745088643987,0.5572592237661715
Wayne City High School,Wayne City,Illinois,11.275257361649382,Wayne County,0.3530130000718236,0.6229260935143288
West Chicago Community High School,West Chicago,Illinois,-6.089686832201284,Dupage County,0.4970403325502992,0.4867727665274326
Wheaton Warrenville South High School,Wheaton,Illinois,-5.647024782032472,Dupage County,0.4970403325502992,0.4867727665274326
Wheeling High School,Wheeling,Illinois,-12.275900263228243,Cook County,0.6032082324455206,0.36955205811138014
Regina Dominican High School,Wilmette,Illinois,-12.69514342836136,Cook County,0.6032082324455206,0.36955205811138014
Loyola Academy,Wilmette,Illinois,-11.621217333295695,Cook County,0.6032082324455206,0.36955205811138014
Anderson High School,Anderson,Indiana,-2.474344550053802,Madison County,0.39972714870395637,0.5857207821737154
Bloomington High School North,Bloomington,Indiana,-11.316406347934796,Monroe County,0.49022641704059,0.4970344009489917
Brownsburg High School,Brownsburg,Indiana,-13.934369977385654,Hendricks County,0.31686439405316114,0.6653851929719177
Cannelton City Schools,Cannelton,Indiana,-2.79805126991821,Perry County,0.3784814956123617,0.6020602823349867
Carmel High School,Carmel,Indiana,-9.112482281647155,Hamilton County,0.16643199098845396,0.8217403548296255
Carmel High School - CHTV,Carmel,Indiana,-10.535653752852738,Hamilton County,0.16643199098845396,0.8217403548296255
Cascade High School,Clayton,Indiana,-8.0,Hendricks County,0.31686439405316114,0.6653851929719177
Columbus East High School,Columbus,Indiana,-5.970163912561961,Bartholomew County,0.3623648210691502,0.6168935284685976
Columbus North High School,Columbus,Indiana,-9.896376148346688,Bartholomew County,0.3623648210691502,0.6168935284685976
Crown Point High School,Crown Point,Indiana,3.5355339059327378,Lake County,0.4235745088643987,0.5572592237661715
Delphi Community High School,Delphi,Indiana,5.416152313437367,Carroll County,0.2842062525375558,0.6781161185546082
Elkhart Central High School,Elkhart,Indiana,-5.977436741614252,Elkhart County,0.35969779246842165,0.6248967064101051
Hamilton Southeastern High School,Fishers,Indiana,-11.30284414270522,Hamilton County,0.16643199098845396,0.8217403548296255
Fishers High School,Fishers,Indiana,-14.126343172547218,Hamilton County,0.16643199098845396,0.8217403548296255
Gibson Southern High School,Fort Branch,Indiana,2.6485216001888023,Gibson County,0.3337570549651701,0.6550566939543397
Carroll High School,Fort Wayne,Indiana,-8.68183337603474,Allen County,0.36310215678677515,0.6199578113564941
Mount Vernon High School,Fortville,Indiana,-6.509992319503918,Hamilton County,0.16643199098845396,0.8217403548296255
Center Grove High School,Greenwood,Indiana,-6.035214124106081,Johnson County,0.17761441783258242,0.797249229309936
Greenwood Community High School,Greenwood,Indiana,-6.0,Johnson County,0.17761441783258242,0.797249229309936
Griffith High School,Griffith,Indiana,-5.6606242294173414,Lake County,0.4235745088643987,0.5572592237661715
Bishop Noll Institute,Hammond,Indiana,9.689491730735933,Lake County,0.4235745088643987,0.5572592237661715
Ben Davis High School,Indianapolis,Indiana,-8.941133651150839,Marion County,0.41584944428878307,0.5594937891099281
Lawrence North High School,Indianapolis,Indiana,-7.068541979382008,Marion County,0.41584944428878307,0.5594937891099281
Southport High School,Indianapolis,Indiana,-3.576424305197974,Marion County,0.41584944428878307,0.5594937891099281
Roncalli High School,Indianapolis,Indiana,-7.199537022151725,Marion County,0.41584944428878307,0.5594937891099281
Cathedral High School,Indianapolis,Indiana,-3.6856704500900057,Marion County,0.41584944428878307,0.5594937891099281
Perry Meridian High School,Indianapolis,Indiana,8.0,Marion County,0.41584944428878307,0.5594937891099281
Brebeuf Jesuit Preparatory School,Indianapolis,Indiana,-14.543039572248986,Marion County,0.41584944428878307,0.5594937891099281
Lawrence Central High School,Indianapolis,Indiana,-3.5355339059327378,Marion County,0.41584944428878307,0.5594937891099281
North Central High School,Indianapolis,Indiana,-5.528763172918715,Marion County,0.41584944428878307,0.5594937891099281
East Noble School High School,Kendallville,Indiana,-0.49749371855331,Noble County,0.24686554258538695,0.753134457414613
Kokomo High School,Kokomo,Indiana,-9.626785548665763,Howard County,0.20276318349873515,0.7845884413309983
Lebanon High School,Lebanon,Indiana,-11.997395550701826,Boone County,0.3292625088925777,0.6419255394830449
Logansport High School,Logansport,Indiana,-8.495862963819508,Cass County,0.24829989799387964,0.7435396123767426
Madison Consolidated High School,Madison,Indiana,-10.970901952673373,Jefferson County,0.456226209896683,0.5321959398223672
Merrillville High School,Merrillville,Indiana,-12.494935816266986,Lake County,0.4235745088643987,0.5572592237661715
Mooresville High School,Mooresville,Indiana,-9.885722027247176,Morgan County,0.3355122921699588,0.640613897967884
Munster High School,Munster,Indiana,-13.225803378245118,Lake County,0.4235745088643987,0.5572592237661715
New Albany High School,New Albany,Indiana,-10.2353431793956,Floyd County,0.3582480986100184,0.6125098347757671
Noblesville High School,Noblesville,Indiana,-8.528852990486666,Hamilton County,0.16643199098845396,0.8217403548296255
Paoli High School,Paoli,Indiana,-0.4171330722922842,Orange County,0.42069810165339866,0.5660747091243111
Portage High School,Portage,Indiana,-11.652896635600952,Porter County,0.5097465752479755,0.47176735138714526
Seymour High School,Seymour,Indiana,4.379293811302717,Jackson County,0.5701829924650161,0.41980624327233584
John Adams High School,South Bend,Indiana,-11.116782679483176,St Joseph County,0.4334734494295273,0.5565325555460239
Saint Joseph High School,South Bend,Indiana,7.297259759663212,St Joseph County,0.4334734494295273,0.5565325555460239
Lake Central High School,St. John,Indiana,-10.586941642104831,Lake County,0.4235745088643987,0.5572592237661715
Vincennes University,Vincennes,Indiana,-6.058288301398105,Knox County,0.21986754966887417,0.7682119205298014
Lewis Cass High School,Walton,Indiana,12.17237309100681,Cass County,0.24829989799387964,0.7435396123767426
Adel-De Soto-Minburn High School,Adel,Iowa,-4.945929864264375,Dallas County,0.5711100502733232,0.41694560876900477
North Polk High School,Alleman,Iowa,-9.119019225108968,Polk County,0.44696363474704365,0.5368098159509203
Ames High School,Ames,Iowa,-16.59307084297539,Story County,0.5575017730877517,0.420318511036128
Ankeny High School,Ankeny,Iowa,-8.694656912353093,Polk County,0.44696363474704365,0.5368098159509203
Atlantic High School,Atlantic,Iowa,-6.580104693527131,Cass County,0.24829989799387964,0.7435396123767426
Bettendorf High School,Bettendorf,Iowa,-13.044321880930926,Scott County,0.24036531513448414,0.7465877157767965
Kennedy High School,Cedar Rapids,Iowa,-7.50424571184231,Linn County,0.3979634705023306,0.5697881449176786
City View Community High School,Cedar Rapids,Iowa,-21.212142748906814,Linn County,0.3979634705023306,0.5697881449176786
Davenport West High School,Davenport,Iowa,-13.78042089342702,Scott County,0.24036531513448414,0.7465877157767965
Des Moines East High School,Des Moines,Iowa,-13.647687533058484,Polk County,0.44696363474704365,0.5368098159509203
North High School,Des Moines,Iowa,-3.7374372904438142,Polk County,0.44696363474704365,0.5368098159509203
Roosevelt High School,Des Moines,Iowa,-16.988231220465536,Polk County,0.44696363474704365,0.5368098159509203
Drake University,Des Moines,Iowa,-12.95352461687552,Polk County,0.44696363474704365,0.5368098159509203
Wahlert Catholic High School,Dubuque,Iowa,-9.845356907272532,Dubuque County,0.5661572571066593,0.4209557367962626
Dubuque Senior High School,Dubuque,Iowa,-12.31601439290795,Dubuque County,0.5661572571066593,0.4209557367962626
Iowa City High School,Iowa City,Iowa,-16.703852718824297,Johnson County,0.17761441783258242,0.797249229309936
Johnston School District,Johnston,Iowa,-16.39862799139001,Polk County,0.44696363474704365,0.5368098159509203
West Delaware High School,Manchester,Iowa,7.652034785835488,Delaware County,0.6040065529790767,0.3858121406031819
Marion High School,Marion,Iowa,-13.642828672733101,Linn County,0.3979634705023306,0.5697881449176786
PCM High School,Monroe,Iowa,2.1213203435596424,Jasper County,0.25263626912223375,0.7369671765929007
Muscatine High School,Muscatine,Iowa,-10.748754080623218,Muscatine County,0.5684375950522154,0.41326168508567374
Liberty High School,North Liberty,Iowa,-14.079125139932607,Johnson County,0.17761441783258242,0.797249229309936
Pella High School,Pella,Iowa,-5.960307303981461,Marion County,0.41584944428878307,0.5594937891099281
Clear Creek Amana High School,Tiffin,Iowa,-13.061247125393052,Johnson County,0.17761441783258242,0.797249229309936
Urbandale High School,Urbandale,Iowa,-4.02336923485777,Polk County,0.44696363474704365,0.5368098159509203
Waterloo West High School,Waterloo,Iowa,-11.304370836096984,Black Hawk County,0.5941847292500566,0.3938977418623971
Dowling Catholic High School,West Des Moines,Iowa,-10.268560431400953,Warren County,0.38765328203895166,0.5929911036306804
Greenwood High School,Bowling Green,Kentucky,-6.916859198832269,Warren County,0.38765328203895166,0.5929911036306804
Central Hardin High School,Cecilia,Kentucky,-10.754241196091137,Hardin County,0.15770440989996712,0.8333255060348471
South Oldham High School,Crestwood,Kentucky,0.0,Oldham County,0.08208092485549133,0.9086705202312139
Boone County High School,Florence,Kentucky,-11.446321499157229,Boone County,0.3292625088925777,0.6419255394830449
Highlands High School,Fort Thomas,Kentucky,-2.9435718752249596,Campbell County,0.12376265949533673,0.8555244035017452
Great Crossing High School,Georgetown,Kentucky,-4.186673535650666,Scott County,0.24036531513448414,0.7465877157767965
Lafayette High School,Lexington,Kentucky,-10.5885898633443,Fayette County,0.38422446496313795,0.5943740605540048
Paul Laurence Dunbar High School,Lexington,Kentucky,-7.820354769315054,Fayette County,0.38422446496313795,0.5943740605540048
Henry Clay High School,Lexington,Kentucky,-10.764900228198908,Fayette County,0.38422446496313795,0.5943740605540048
Trinity High School - KY,Louisville,Kentucky,2.1908902300206643,Jefferson County,0.456226209896683,0.5321959398223672
duPont Manual High School,Louisville,Kentucky,-17.107858531371242,Jefferson County,0.456226209896683,0.5321959398223672
Saint Xavier High School,Louisville,Kentucky,-3.300757488819801,Jefferson County,0.456226209896683,0.5321959398223672
Assumption High School,Louisville,Kentucky,-6.379393910605197,Jefferson County,0.456226209896683,0.5321959398223672
Graves County High School,Mayfield,Kentucky,-4.659220249498121,Graves County,0.29348738139805075,0.6905699348092686
McCracken County High School,Paducah,Kentucky,-6.287411109633158,Mccracken County,0.3294695481335953,0.6541912246234447
Bourbon County High School,Paris,Kentucky,-4.007129063722971,Bourbon County,0.38879757238588947,0.5932481982551524
Woodford County High School,Versailles,Kentucky,-9.242192651097465,Woodford County,0.39599383667180277,0.5853539858892223
George Rogers Clark High School,Winchester,Kentucky,-3.524468044967921,Clark County,0.4492721979621543,0.538136826783115
Northlake Christian School,Covington,Louisiana,4.102844541697057,St Tammany Parish,0.22787108890542504,0.7504163566138691
St. Scholastica Academy,Covington,Louisiana,8.61710185877157,St Tammany Parish,0.22787108890542504,0.7504163566138691
Ascension Episcopal School,Lafayette,Louisiana,0.0,Lafayette Parish,0.32204953516428925,0.6588704036010827
Satellite Center - St. Charles Parish Public Schools,Luling,Louisiana,-0.9886859966642595,St Charles Parish,0.3511251480457955,0.6291354125542835
Isidore Newman School,New Orleans,Louisiana,-5.700567567201997,Orleans Parish,0.8026241310666336,0.17786978560480307
Zachary High School,Zachary,Louisiana,-12.40151680431144,East Baton Rouge Parish,0.5177048385140871,0.46604046242774566
Biddeford High School,Biddeford,Maine,-8.642498352778425,York County,0.38894469392578584,0.5962538406995982
Presque Isle High School,Presque Isle,Maine,-5.378971401051816,Aroostook County,0.4604200323101777,0.5266558966074314
Beth Tfiloh Dahan Community School,Baltimore,Maryland,-3.597748337981449,Baltimore City,0.8744872703863035,0.11092358751962836
Friends School of Baltimore,Baltimore,Maryland,-16.48573246780379,Baltimore City,0.8744872703863035,0.11092358751962836
C. Milton Wright High School,Bel Air,Maryland,-11.715324303211233,Harford County,0.39175118437386525,0.5868751952844609
Bel Air High School - MD,Bel Air,Maryland,-9.81389321319526,Harford County,0.39175118437386525,0.5868751952844609
Stephen Decatur High School,Berlin,Maryland,-11.752068375869463,Worcester County,0.6904486350330179,0.29197018176867046
Walter Johnson High School,Bethesda,Maryland,-3.3434747687715194,Montgomery County,0.4861742146660804,0.48869021447066296
Walt Whitman High School,Bethesda,Maryland,-6.677262413095155,Montgomery County,0.4861742146660804,0.48869021447066296
Bethesda-Chevy Chase High School,Bethesda,Maryland,-10.172285122595836,Montgomery County,0.4861742146660804,0.48869021447066296
Brunswick High School,Brunswick,Maryland,-7.54779059441522,Frederick County,0.3496636524040582,0.6299900749889722
Paint Branch High School,Burtonsville,Maryland,-9.378084108092736,Montgomery County,0.4861742146660804,0.48869021447066296
Long Reach High School,Columbia,Maryland,-11.748361587898117,Howard County,0.20276318349873515,0.7845884413309983
Wilde Lake High School,Columbia,Maryland,-10.442016772909067,Howard County,0.20276318349873515,0.7845884413309983
Damascus High School,Damascus,Maryland,-9.665806355395292,Montgomery County,0.4861742146660804,0.48869021447066296
The Homewood Center,Ellicott City,Maryland,-11.096723513148948,Howard County,0.20276318349873515,0.7845884413309983
Centennial High School,Ellicott City,Maryland,-11.480382798025037,Howard County,0.20276318349873515,0.7845884413309983
Kenwood High School,Essex,Maryland,-6.08267366533163,Baltimore County,0.5716344052670905,0.4079626679449042
Fallston High School,Fallston,Maryland,-2.2796198513494885,Harford County,0.39175118437386525,0.5868751952844609
Tuscarora High School,Frederick,Maryland,-7.701270363867984,Frederick County,0.3496636524040582,0.6299900749889722
Linganore High School,Frederick,Maryland,-6.534645431015435,Frederick County,0.3496636524040582,0.6299900749889722
Frederick County Virtual School,Frederick,Maryland,-3.337102036198474,Frederick County,0.3496636524040582,0.6299900749889722
Watkins Mill High School,Gaithersburg,Maryland,-11.099894894397274,Montgomery County,0.4861742146660804,0.48869021447066296
Crofton High School,Gambrills,Maryland,-18.44399686641058,Anne Arundel County,0.48480490323551667,0.49402355459490194
Huntingtown High School,Huntingtown,Maryland,-11.590675131328632,Calvert County,0.4497011952191235,0.5315167899829254
DeMatha Catholic High School,Hyattsville,Maryland,-19.3183850256692,Prince Georges County,0.9007925243831821,0.09150363902671647
Academy of the Holy Cross,Kensington,Maryland,-12.353137253345807,Montgomery County,0.4861742146660804,0.48869021447066296
Middletown High School,Middletown,Maryland,-13.395759166107894,Frederick County,0.3496636524040582,0.6299900749889722
Our Lady of Good Counsel High School,Olney,Maryland,-7.013380069552769,Montgomery County,0.4861742146660804,0.48869021447066296
Poolesville High School,Poolesville,Maryland,-11.11952963906025,Montgomery County,0.4861742146660804,0.48869021447066296
Winston Churchill High School,Potomac,Maryland,1.529771224726101,Montgomery County,0.4861742146660804,0.48869021447066296
Thomas S. Wootton High School,Potomac,Maryland,-7.741325790844873,Montgomery County,0.4861742146660804,0.48869021447066296
Calvert High School,Prince Frederick,Maryland,-5.484888330677299,Calvert County,0.4497011952191235,0.5315167899829254
North Harford High School,Pylesville,Maryland,-10.881623142813861,Harford County,0.39175118437386525,0.5868751952844609
Charles E. Smith Jewish Day School,Rockville,Maryland,7.491777805960181,Montgomery County,0.4861742146660804,0.48869021447066296
Rockville High School,Rockville,Maryland,-11.136084070311819,Montgomery County,0.4861742146660804,0.48869021447066296
Richard Montgomery High School,Rockville,Maryland,-0.9862693712811281,Montgomery County,0.4861742146660804,0.48869021447066296
Georgetown Preparatory School,Rockville,Maryland,0.3535533905932738,Montgomery County,0.4861742146660804,0.48869021447066296
Archbishop Spalding High School,Severn,Maryland,-2.0,Anne Arundel County,0.48480490323551667,0.49402355459490194
Severna Park High School,Severna Park,Maryland,-3.954506922487303,Anne Arundel County,0.48480490323551667,0.49402355459490194
Springbrook High School,Silver Spring,Maryland,-14.733131083213491,Montgomery County,0.4861742146660804,0.48869021447066296
Dulaney High School,Timonium,Maryland,-5.547242987458253,Baltimore County,0.5716344052670905,0.4079626679449042
Notre Dame Preparatory School,Towson,Maryland,-9.316182157944315,Baltimore County,0.5716344052670905,0.4079626679449042
Towson High School,Towson,Maryland,-14.053485494547413,Baltimore County,0.5716344052670905,0.4079626679449042
Carver Center,Towson,Maryland,-6.346985959432301,Baltimore County,0.5716344052670905,0.4079626679449042
Gateway School,Westminster,Maryland,-7.807432356415264,Carroll County,0.2842062525375558,0.6781161185546082
Bishop Feehan High School,Attleboro,Massachusetts,-11.224972160321824,Bristol County,0.631796568120736,0.34876989869753977
Boston College High School,Boston,Massachusetts,-10.512128637190875,Suffolk County,0.5083297419971775,0.47969399966337006
Boston Latin School,Boston,Massachusetts,-1.7,Suffolk County,0.5083297419971775,0.47969399966337006
Cambridge Rindge and Latin School,Cambridge,Massachusetts,-11.69033590143466,Middlesex County,0.3906378770397231,0.5965056865007418
Rindge School of Technical Arts,Cambridge,Massachusetts,-11.940327825123923,Middlesex County,0.3906378770397231,0.5965056865007418
Buckingham Browne & Nichols School,Cambridge,Massachusetts,-12.711041980706938,Middlesex County,0.3906378770397231,0.5965056865007418
Everett High School,Everett,Massachusetts,-14.77356361268945,Middlesex County,0.3906378770397231,0.5965056865007418
Gloucester High School,Gloucester,Massachusetts,-14.523792223126183,Essex County,0.531062477938581,0.4592304977056124
Holyoke High School,Holyoke,Massachusetts,-10.131281120512702,Hampden County,0.4564290067032297,0.5279707495429616
Central Catholic High School,Lawrence,Massachusetts,-14.20211251891774,Essex County,0.531062477938581,0.4592304977056124
Leominster High School,Leominster,Massachusetts,-5.876506898943736,Worcester County,0.6904486350330179,0.29197018176867046
Advanced Math and Science Academy,Marlborough,Massachusetts,-14.445314503710573,Middlesex County,0.3906378770397231,0.5965056865007418
Newton North High School,Newton,Massachusetts,-13.767113518604628,Middlesex County,0.3906378770397231,0.5965056865007418
Springfield Honors Academy,Springfield,Massachusetts,-11.539919843742418,Hampden County,0.4564290067032297,0.5279707495429616
Waltham High School,Waltham,Massachusetts,-13.045521262103712,Middlesex County,0.3906378770397231,0.5965056865007418
Bancroft School,Worcester,Massachusetts,-14.007108584896846,Worcester County,0.6904486350330179,0.29197018176867046
Worcester Public Schools,Worcester,Massachusetts,-9.264282113414028,Worcester County,0.6904486350330179,0.29197018176867046
South High School - Worcester,Worcester,Massachusetts,-9.238596574516428,Worcester County,0.6904486350330179,0.29197018176867046
Community High School,Ann Arbor,Michigan,-5.18973345494095,Washtenaw County,0.6747497430397283,0.31506122357778077
Ann Arbor Huron High School,Ann Arbor,Michigan,-10.67622568475371,Washtenaw County,0.6747497430397283,0.31506122357778077
Pioneer High School,Ann Arbor,Michigan,-9.228482736453556,Washtenaw County,0.6747497430397283,0.31506122357778077
Greenhills School,Ann Arbor,Michigan,-8.792837994640866,Washtenaw County,0.6747497430397283,0.31506122357778077
Berkley High School,Berkley,Michigan,-9.03938536654335,Oakland County,0.5367550045670807,0.455986873871685
Wylie E. Groves High School,Beverly Hills,Michigan,-13.150834363052576,Oakland County,0.5367550045670807,0.455986873871685
Bloomfield Hills High School,Bloomfield Hills,Michigan,-7.079731110190033,Oakland County,0.5367550045670807,0.455986873871685
Concord High School,Concord,Michigan,-7.028631919987465,Jackson County,0.5701829924650161,0.41980624327233584
Dearborn High School,Dearborn,Michigan,-9.519952730975085,Wayne County,0.3530130000718236,0.6229260935143288
Edsel Ford High School,Dearborn,Michigan,-6.422616289332565,Wayne County,0.3530130000718236,0.6229260935143288
University of Detroit Jesuit High School,Detroit,Michigan,12.005369169204624,Wayne County,0.3530130000718236,0.6229260935143288
East Lansing High School,East Lansing,Michigan,-14.578170514696126,Ingham County,0.6341404149585746,0.35558359918168353
Ovid-Elsie High School,Elsie,Michigan,-2.7773770952846437,Clinton County,0.4345731659164495,0.5481323541025034
Mercy High School - MI,Farmington Hills,Michigan,-10.350676306406264,Oakland County,0.5367550045670807,0.455986873871685
Fenton High School,Fenton,Michigan,7.211102550927977,Genesee County,0.38502534771870534,0.5936565709086182
Kearsley High School,Flint,Michigan,-10.099133626207745,Genesee County,0.38502534771870534,0.5936565709086182
Fraser High School,Fraser,Michigan,-1.3349157276772194,Macomb County,0.5156127599234483,0.4757107301159182
Grand Haven High School,Grand Haven,Michigan,-12.37012530251816,Ottawa County,0.35174972425548984,0.6482502757445102
Grand Ledge High School,Grand Ledge,Michigan,-10.74728419867358,Eaton County,0.5102089312153838,0.47878699252380863
East Grand Rapids High School,Grand Rapids,Michigan,-5.567900425790241,Kent County,0.16336633663366337,0.8267326732673267
Forest Hills Central High School,Grand Rapids,Michigan,-15.615110203474924,Kent County,0.16336633663366337,0.8267326732673267
Grosse Pointe South High School,Grosse Pointe Farms,Michigan,-4.9945684784287705,Wayne County,0.3530130000718236,0.6229260935143288
Grosse Pointe North High School,Grosse Pointe Woods,Michigan,-5.95781466273965,Wayne County,0.3530130000718236,0.6229260935143288
West Ottawa High School,Holland,Michigan,-8.053891755778265,Ottawa County,0.35174972425548984,0.6482502757445102
Northwest High School,Jackson,Michigan,-10.396153134693622,Jackson County,0.5701829924650161,0.41980624327233584
Jenison High School,Jenison,Michigan,-16.693940429354107,Ottawa County,0.35174972425548984,0.6482502757445102
Loy Norrix High School,Kalamazoo,Michigan,-10.804142130659296,Kalamazoo County,0.5618896484375,0.4285481770833333
Monroe High School,Monroe,Michigan,-5.644257883798678,Monroe County,0.49022641704059,0.4970344009489917
Novi High School,Novi,Michigan,-11.212658190799527,Oakland County,0.5367550045670807,0.455986873871685
Portage Northern High School,Portage,Michigan,-14.534968610217224,Kalamazoo County,0.5618896484375,0.4285481770833333
Rochester Adams High School,Rochester Hills,Michigan,-6.408783035803285,Oakland County,0.5367550045670807,0.455986873871685
Rochester High School,Rochester Hills,Michigan,-7.339448208142081,Oakland County,0.5367550045670807,0.455986873871685
Roseville High School,Roseville,Michigan,-2.1166010488516727,Macomb County,0.5156127599234483,0.4757107301159182
Royal Oak High School,Royal Oak,Michigan,-10.90535036881744,Oakland County,0.5367550045670807,0.455986873871685
South Lyon East High School,South Lyon,Michigan,-1.4966629547095764,Oakland County,0.5367550045670807,0.455986873871685
Southfield High School,Southfield,Michigan,-5.788703733055519,Oakland County,0.5367550045670807,0.455986873871685
Spring Lake High School,Spring Lake,Michigan,-11.32364782214636,Ottawa County,0.35174972425548984,0.6482502757445102
Lake Shore High School,St. Clair Shores,Michigan,-5.769129669443836,Macomb County,0.5156127599234483,0.4757107301159182
St. Louis High School,St. Louis,Michigan,7.978486698616474,Gratiot County,0.4750484042220973,0.514396352507651
Stevenson High School,Sterling Heights,Michigan,-12.503528913635447,Macomb County,0.5156127599234483,0.4757107301159182
Henry Ford II High School,Sterling Heights,Michigan,-10.106804638460167,Macomb County,0.5156127599234483,0.4757107301159182
