Name,State/Country,City,Link
Hoover High School,Iowa,Des Moines,http://hooverchallenger.com
North High School,Iowa,Des Moines,http://dmnorthmedia.com
Roosevelt High School,Iowa,Des Moines,https://rooseveltroundup.com
Drake University,Iowa,Des Moines,https://timesdelphic.com
Wahlert Catholic High School,Iowa,Dubuque,http://wchsgleaner.org
Dubuque Senior High School,Iowa,Dubuque,https://dshsrampage.org
West High School,Iowa,Iowa City,http://wsspaper.com
Iowa City High School,Iowa,Iowa City,http://thelittlehawk.com
Johnston School District,Iowa,Johnston,http://jhsblackandwhite.com
West Delaware High School,Iowa,Manchester,http://westdelawareinklings.com
Marion High School,Iowa,Marion,https://mhsvoxonline.com
PCM High School,Iowa,Monroe,https://pcmoutlook.com
Mount Vernon High School,Iowa,Mount Vernon,https://themustangmoon.com
Muscatine High School,Iowa,Muscatine,https://theaurorantoday.com
Liberty High School,Iowa,North Liberty,https://thelibertylivewire.com
Norwalk High School,Iowa,Norwalk,https://norwalkspear.com
Pella High School,Iowa,Pella,https://pelladium.com
Southeast Polk High School,Iowa,Pleasant Hill,https://southeastpolkpublications.org
Clear Creek Amana High School,Iowa,Tiffin,https://ccahsnews.com
Urbandale High School,Iowa,Urbandale,https://urbandaleunplugged.com
Waterloo West High School,Iowa,Waterloo,http://wahawkinsider.com
Dowling Catholic High School,Iowa,West Des Moines,http://dowlingcatholicpost.com
Abilene High School,Kansas,Abilene,http://booster.abileneschools.org
Renwick School District,Kansas,Andale,https://renwickreview.com
Augusta High School,Kansas,Augusta,http://orioleonline.com
Baldwin High School,Kansas,Baldwin City,http://bulldogbulletinonline.com
Belle Plaine High School,Kansas,Belle Plaine,https://bphsnews.com
Beloit High School,Kansas,Beloit,https://bhstrojantimes.com
Bonner Springs High School,Kansas,Bonner Springs,http://bshsnews.com
Caney Valley High School,Kansas,Caney,https://bullpupobserver.com
Chanute High School,Kansas,Chanute,http://thecometonline.com
Cherryvale-Thayer Schools,Kansas,Cherryvale,https://thecharge447.org
Conway Springs High School,Kansas,Conway Springs,https://cardinaltimesonline.com
Derby High School,Kansas,Derby,http://pantherstale.com
Emporia High School,Kansas,Emporia,https://ehsecho.com
Gardner Edgerton High School,Kansas,Gardner,http://gehsnews.com
Great Bend High School,Kansas,Great Bend,http://gbhspanthertales.com 
Southeast of Saline High School,Kansas,Gypsum,https://trojournal.com
Hays High School,Kansas,Hays,http://hayshighguidon.com
Junction City High School,Kansas,Junction City,http://thebluejay.org
Piper High School,Kansas,Kansas City,http://kcpipernews.com/
Turner High School,Kansas,Kansas City,https://turnerhighnews.com
Larned High School,Kansas,Larned,https://lhstribetimes.com
Lawrence Free State High School,Kansas,Lawrence,http://fsfreepressonline.com
Lawrence High School,Kansas,Lawrence,http://lhsbudget.com
Bishop Seabury Academy,Kansas,Lawrence,https://bsachronicle.com
Maize High School,Kansas,Maize,http://maizenews.com
Manhattan High School,Kansas,Manhattan,http://mhsmentor.com/
McPherson High School,Kansas,McPherson,http://mhshighlife.com
Newton High School,Kansas,Newton,http://railernews.org
Olathe South High School,Kansas,Olathe,http://eyrieonline.org
Olathe East High School,Kansas,Olathe,http://oehawkseye.org
Olathe West High School,Kansas,Olathe,https://owowlpost.com
Olathe North High School,Kansas,Olathe,http://onhsnews.com
Blue Valley West High School,Kansas,Overland Park,http://bvwnews.com
Blue Valley Southwest High School,Kansas,Overland Park,http://bvswnews.com
Blue Valley North High School,Kansas,Overland Park,http://bvnnews.com
Shawnee Mission North High School,Kansas,Overland Park,http://smnmission.com
Shawnee Mission West,Kansas,Overland Park,http://smwest.com
Blue Valley Northwest High School,Kansas,Overland Park,http://bvnwnews.com
St. Thomas Aquinas High School,Kansas,Overland Park,https://stashield.net
Hyman Brand Hebrew Academy,Kansas,Overland Park,https://rampagewired.com
Paola High School,Kansas,Paola,http://phsjournalism.com
Pittsburg High School,Kansas,Pittsburg,http://boosterredux.com
Bishop Miege High School,Kansas,Roeland Park,https://bmpress.org
Rose Hill High School,Kansas,Rose Hill,https://rocketproductions.net
Salina Central High School,Kansas,Salina,http://chspylon.com
Salina High School South,Kansas,Salina,https://southtripodium.org
Mill Valley High School,Kansas,Shawnee,http://mvnews.org
Shawnee Mission Northwest,Kansas,Shawnee,http://smnw.com
Shawnee Mission South High School,Kansas,Shawnee Mission,http://smsouthnews.com
Spring Hill High School,Kansas,Spring Hill,http://stampedenews.net
Rock Creek High School,Kansas,St. George,https://rchoofprint.org
Blue Valley High School,Kansas,Stilwell,http://bvtigernews.com
Topeka High School,Kansas,Topeka,http://thstower.com
Washburn Rural High School,Kansas,Topeka,http://wrhsbluestreak.com/
Seaman High School,Kansas,Topeka,https://seamannews.com
Bishop Carroll Catholic High School,Kansas,Wichita,http://bcflyer.net
Wichita North High School,Kansas,Wichita,http://wnhsnorthstar.com
Wichita Northwest High School,Kansas,Wichita,http://northwestexplorer.org
Wichita High School Southeast,Kansas,Wichita,https://southeastjournalism.com
Harlan County High School,Kentucky,Baxter,http://HarlanCountyHS.com
Greenwood High School,Kentucky,Bowling Green,http://gatornews.org
Central Hardin High School,Kentucky,Cecilia,https://chhsnews.com
South Oldham High School,Kentucky,Crestwood,https://sohsdragonstale.net
Boone County High School,Kentucky,Florence,https://bchsrebellion.com
Highlands High School,Kentucky,Fort Thomas,http://hhsjournalism.com
Great Crossing High School,Kentucky,Georgetown,https://gcwarhawknation.com
Harlan County Sports,Kentucky,Harlan,https://harlancountysports.com
Lafayette High School,Kentucky,Lexington,https://lafayettetimes.org
Paul Laurence Dunbar High School,Kentucky,Lexington,http://pldlamplighter.org
Henry Clay High School,Kentucky,Lexington,https://hchsdevilsadvocate.org
Eastside Technical Center,Kentucky,Lexington,https://etcnews.org
STEAM Academy,Kentucky,Lexington,https://steamacademynews.com
Trinity High School - KY,Kentucky,Louisville,http://trinityecho.com
duPont Manual High School,Kentucky,Louisville,https://ontherecordmag.com
duPont Manual High School,Kentucky,Louisville,https://manualredeye.com
Saint Xavier High School,Kentucky,Louisville,https://xaviernews.org
Assumption High School,Kentucky,Louisville,https://ahsrocketlaunch.org
Ballard High School,Kentucky,Louisville,https://ballardbetweenthelines.com
Graves County High School,Kentucky,Mayfield,http://gchseagleseye.com
Bullitt East High School,Kentucky,Mt Washington,http://belivewire.com
McCracken County High School,Kentucky,Paducah,http://themustangmessenger.org
Bourbon County High School,Kentucky,Paris,https://bccolonels.com
Woodford County High School,Kentucky,Versailles,http://wofo.press
George Rogers Clark High School,Kentucky,Winchester,http://grcsmokesignals.net
Northlake Christian School,Louisiana,Covington,http://ncsgrowlnews.com
St. Scholastica Academy,Louisiana,Covington,https://ssanews.org
Ascension Episcopal School,Louisiana,Lafayette,http://theauthoredascension.com
Satellite Center - St. Charles Parish Public Schools,Louisiana,Luling,http://presstheplay.tv
Archbishop Chapelle High School,Louisiana,Metairie,https://chapellenews.org
Isidore Newman School,Louisiana,New Orleans,http://greenienews.com
Riverside Academy,Louisiana,Reserve,https://rebelexpress.net
Zachary High School,Louisiana,Zachary,https://thehoofprint.org
Bangor High School,Maine,Bangor,https://bhsrampage.com
Biddeford High School,Maine,Biddeford,http://bhstheroar.org
Kennebunk High School,Maine,Kennebunk,http://theherdkhs.net
Kents Hill School,Maine,Kents Hill,https://unleashed.kentshill.org
Presque Isle High School,Maine,Presque Isle,https://pihsanchor.com
York High School,Maine,York,https://yhsnewspaper.org
Maryvale Preparatory School,Maryland,11300 Falls Road,https://themonthlyroar.com
Beth Tfiloh Dahan Community School,Maryland,Baltimore,https://kolbt.com
Friends School of Baltimore,Maryland,Baltimore,https://thequakerquill.org
C. Milton Wright High School,Maryland,Bel Air,http://cmwponyexpress.com
John Carroll School,Maryland,Bel Air,http://jcpatriot.com
Bel Air High School - MD,Maryland,Bel Air,http://thebellarion.com
Stephen Decatur High School,Maryland,Berlin,https://decaturhawk.com
Walter Johnson High School,Maryland,Bethesda,http://wjpitch.com
Walt Whitman High School,Maryland,Bethesda,http://theblackandwhite.net/
Bethesda-Chevy Chase High School,Maryland,Bethesda,https://bcctattler.org
Brunswick High School,Maryland,Brunswick,http://bhsgazette.org
Paint Branch High School,Maryland,Burtonsville,http://pbmainstream.com
Long Reach High School,Maryland,Columbia,http://lrhslightningflash.com
Wilde Lake High School,Maryland,Columbia,http://wlhspawprint.com
Damascus High School,Maryland,Damascus,https://dhsthebuzz.org
The Homewood Center,Maryland,Ellicott City,http://risingphoenixnews.com
Centennial High School,Maryland,Ellicott City,https://chswingspan.com
Kenwood High School,Maryland,Essex,https://kenwoodnews.org
Fallston High School,Maryland,Fallston,https://fallstonprint.com
Tuscarora High School,Maryland,Frederick,http://titantime.org
Linganore High School,Maryland,Frederick,http://lhslance.org
Frederick County Virtual School,Maryland,Frederick,https://fcvsnews.com
Frederick High School,Maryland,Frederick,https://fhshighflier.com
Watkins Mill High School,Maryland,Gaithersburg,http://wmcurrent.com
Crofton High School,Maryland,Gambrills,https://crhspress.com
Eleanor Roosevelt High School,Maryland,Greenbelt,http://erhsraider.org
Huntingtown High School,Maryland,Huntingtown,https://hhsnews.net
DeMatha Catholic High School,Maryland,Hyattsville,https://demathastagline.com
Oakdale High School,Maryland,Ijamsville,http://theoakdalepost.com
Academy of the Holy Cross,Maryland,Kensington,https://tartantimes.org
Leonardtown High School,Maryland,Leonardtown,http://lhsimprint.com
Marriotts Ridge High School,Maryland,Marriottsville,https://mrhsnews.com
Middletown High School,Maryland,Middletown,http://mhsroundtable.com
Our Lady of Good Counsel High School,Maryland,Olney,https://gctalon.org
Hereford High School,Maryland,Parkton,http://herefordharbinger.org
Poolesville High School,Maryland,Poolesville,http://Poolesvillepulse.org
Winston Churchill High School,Maryland,Potomac,http://thechurchillobserver.com
Thomas S. Wootton High School,Maryland,Potomac,https://woottoncommonsense.com
Calvert High School,Maryland,Prince Frederick,http://thechscourier.com
North Harford High School,Maryland,Pylesville,http://cryofthehawk.org
Randallstown High School,Maryland,Randallstown,https://ramshorn.org
Parkdale High School,Maryland,Riverdale,https://phspawprint.org
Charles E. Smith Jewish Day School,Maryland,Rockville,http://lionstale.org
Rockville High School,Maryland,Rockville,http://rockvillerampage.com
Richard Montgomery High School,Maryland,Rockville,https://thermtide.com
Georgetown Preparatory School,Maryland,Rockville,https://thelittlehoya.org
Sandy Spring Friends School,Maryland,Sandy Spring,http://wildezine.com
Archbishop Spalding High School,Maryland,Severn,http://thespaldingspirit.org
Severna Park High School,Maryland,Severna Park,https://sptalon.com
Springbrook High School,Maryland,Silver Spring,http://blueprintnewsonline.com
Charles Herbert Flowers,Maryland,Springdale,https://chfhsnews.com
Dulaney High School,Maryland,Timonium,http://dulaneygriffin.org
Notre Dame Preparatory School,Maryland,Towson,http://ndpgateway.com
Towson High School,Maryland,Towson,http://towsontalisman.com
Carver Center,Maryland,Towson,https://carvercentercatalyst.com
Princess Anne High School,Maryland,Virginia Beach,https://pawebpage.com
Gateway School,Maryland,Westminster,https://gatewaygazette.org
Abington High School,Massachusetts,Abington,http://Greenwavegazette.org
Oakmont Regional High School,Massachusetts,Ashburnham,https://oakmonitoronline.com
Bishop Feehan High School,Massachusetts,Attleboro,https://bfhsrockreport.com
Nashoba Regional High School,Massachusetts,Bolton,http://theregional.org
Boston College High School,Massachusetts,Boston,http://eagle.bchigh.edu
Boston Latin School,Massachusetts,Boston,https://blsargo.org
Masconomet Regional High School,Massachusetts,Boxford,https://mascomedia.org
Braintree High School,Massachusetts,Braintree,https://braintreehighstudentpress.com
Brookline High School,Massachusetts,Brookline,http://thecypressonline.com
Dexter Southfield High School - MA,Massachusetts,Brookline,http://theviewatdextersouthfield.com
Triton High School,Massachusetts,Byfield,http://tritonvoice.co
Cambridge Rindge and Latin School,Massachusetts,Cambridge,https://registerforum.org
Rindge School of Technical Arts,Massachusetts,Cambridge,https://youthviewcambridge.org
Buckingham Browne & Nichols School,Massachusetts,Cambridge,https://vanguard.bbns.org
Brimmer and May School,Massachusetts,Chestnut Hill,https://bmgator.org
Concord-Carlisle Regional High School,Massachusetts,Concord,https://cchsthevoice.org
Wahconah Regional High School,Massachusetts,Dalton,https://themainstreetcrier.com
Dartmouth High School,Massachusetts,Dartmouth,http://dhsspectrum.com
The Williston Northampton School,Massachusetts,Easthampton,http://willistonian.org
Everett High School,Massachusetts,Everett,https://ehscrimsontimes.com
Falmouth High School - MA,Massachusetts,Falmouth,http://fhscompass.com
Franklin High School,Massachusetts,Franklin,http://franklinpanthers.us/
Gloucester High School,Massachusetts,Gloucester,http://thegillnetter.com
The MacDuffie School,Massachusetts,Granby,http://macduffiemagnet.org
Granby Junior Senior High School,Massachusetts,Granby,https://gjshsdailydino.net
Groton School,Massachusetts,Groton,http://thecirclevoice.org
Groton-Dunstable Regional High School,Massachusetts,Groton,http://gdlamplighter.com
Hamilton-Wenham Regional High School,Massachusetts,Hamilton,https://hwrhsgeneralconsensus.com
Hingham High School,Massachusetts,Hingham,http://harborlight.hinghamschools.com
Notre Dame Academy - Hingham,Massachusetts,Hingham,http://TheMedallion.ndahingham.com
Holbrook Junior/Senior High School,Massachusetts,Holbrook,http://codebluehmhs.org
Wachusett Regional High School,Massachusetts,Holden,https://wachusettecho.com
Holyoke High School,Massachusetts,Holyoke,http://hhsherald.com
Hopkinton High School,Massachusetts,Hopkinton,http://hhspress.org
Hudson High School,Massachusetts,Hudson,https://bigredhawks.com
Barnstable High School,Massachusetts,Hyannis,http://bhsinsight.com
Ipswich High School,Massachusetts,Ipswich,http://Tigertranscript.com
Central Catholic High School,Massachusetts,Lawrence,https://cchsraiderreview.net
Leominster High School,Massachusetts,Leominster,https://lhsdevilsadvocate.org
Lexington High School,Massachusetts,Lexington,https://lhsmusket.com
Lowell High School,Massachusetts,Lowell,http://thelhsreview.com
Ludlow High School,Massachusetts,Ludlow,http://ludlowcub.com
Tabor Academy,Massachusetts,Marion,https://taborlog.com
Advanced Math and Science Academy,Massachusetts,Marlborough,http://newspaper.amsacs.org
Montrose School,Massachusetts,Medfield,http://lookingglass.montroseschool.org
Milford High School - MA,Massachusetts,Milford,http://milfordscarlet.org
Newton North High School,Massachusetts,Newton,https://thenewtonite.com
Algonquin Regional High School,Massachusetts,Northborough,http://arhsharbinger.com
Plymouth South High School,Massachusetts,Plymouth,http://plymouthsouth.com
Reading Memorial High School,Massachusetts,Reading,https://rmhsorbit.com
Austin Preparatory School,Massachusetts,Reading,https://apsnews.org
Scituate High School,Massachusetts,Scituate,http://scituation.net
Berkshire School,Massachusetts,Sheffield,https://berkshiregreenandgray.org
Somerset Berkley Regional High School,Massachusetts,Somerset,http://SBRHSBreeze.org
South Hadley High School,Massachusetts,South Hadley,http://spotlight153.com
Pingree School,Massachusetts,South Hamilton,http://pshighlander.com
Springfield Honors Academy,Massachusetts,Springfield,https://shagriffiner.org
Lincoln-Sudbury High School,Massachusetts,Sudbury,https://theforumls.net
Sutton High School,Massachusetts,Sutton,https://suttonhighnews.net
Walpole High School,Massachusetts,Walpole,http://walpolestudentmedianetwork.com
Waltham High School,Massachusetts,Waltham,https://talontribune.com
Watertown High School,Massachusetts,Watertown,http://raidertimes.com
Wayland High School,Massachusetts,Wayland,http://waylandstudentpress.com
Pentucket Regional High School,Massachusetts,West Newbury,http://pentucketnews.com
Westborough High School,Massachusetts,Westborough,https://lobbyobserver.org
Westford Academy,Massachusetts,Westford,http://waghostwriter.com
Weston High School,Massachusetts,Weston,http://wildcattracks.weston.org
Minnechaug Regional High School,Massachusetts,Wilbraham,https://minnechaugsmokesignal.com
Mount Greylock Regional High Schoo,Massachusetts,Williamstown,https://greylockecho.mgrhs.org
Winthrop High School,Massachusetts,Winthrop,https://whsvikingtimes.com
Bancroft School,Massachusetts,Worcester,http://unleashed.bancroftschool.org
Worcester Academy,Massachusetts,Worcester,https://thevigornia.com
Worcester Public Schools,Massachusetts,Worcester,https://nhsarctic.com
South High School - Worcester,Massachusetts,Worcester,https://shcsnews.org
Forest Hills Eastern High School,Michigan,Ada,https://hawkherald.com
Community High School,Michigan,Ann Arbor,http://chscommunicator.com
Ann Arbor Huron High School,Michigan,Ann Arbor,https://thehuronemery.com
Pioneer High School,Michigan,Ann Arbor,https://pioneeroptimist.com
Greenhills School,Michigan,Ann Arbor,https://greenhillsalcove.com
Skyline High School,Michigan,Ann Arbor,https://skylinepost.org
Berkley High School,Michigan,Berkley,https://berkleyspectator.com
Wylie E. Groves High School,Michigan,Beverly Hills,https://thegrovesscriptor.com
Bloomfield Hills High School,Michigan,Bloomfield Hills,http://bhhstoday.org
Plymouth High School - MI,Michigan,Canton,http://the-perspective.org
Chelsea High School,Michigan,Chelsea,http://chsbleuprint.com
Concord High School,Michigan,Concord,https://concordchronicle.net
Dearborn High School,Michigan,Dearborn,https://dhspioneerpress.net
Edsel Ford High School,Michigan,Dearborn,https://theboltefhs.com
University of Detroit Jesuit High School,Michigan,Detroit,https://cubnews.uofdjesuit.org
East Lansing High School,Michigan,East Lansing,https://eastlansingportrait.com
Ovid-Elsie High School,Michigan,Elsie,https://oeonline.org
Mercy High School - MI,Michigan,Farmington Hills,http://newsprintnow.net
Fenton High School,Michigan,Fenton,http://fentoninprint.com
Kearsley High School,Michigan,Flint,http://kearsleyeclipse.com
Fraser High School,Michigan,Fraser,http://FHSTheFlash.com
Grand Haven High School,Michigan,Grand Haven,http://bucsblade.com
Grand Ledge High School,Michigan,Grand Ledge,https://glcometstale.com
East Grand Rapids High School,Michigan,Grand Rapids,http://theeastvision.info
Forest Hills Central High School,Michigan,Grand Rapids,http://thecentraltrend.com
Forest Hills Central High School,Michigan,Grand Rapids,https://fhcsportsreport.com
Grosse Pointe South High School,Michigan,Grosse Pointe Farms,http://thetowerpulse.net
Grosse Pointe North High School,Michigan,Grosse Pointe Woods,http://northpointenow.org
Milford High School,Michigan,Highland,http://themilfordmessenger.com
West Ottawa High School,Michigan,Holland,https://thewestottawan.com
Northwest High School,Michigan,Jackson,http://moxiemountie.com
Lumen Christi Catholic School,Michigan,Jackson,http://lchstitantimes.com 
Jenison High School,Michigan,Jenison,http://thewildcatroar.org
Loy Norrix High School,Michigan,Kalamazoo,https://knightlifenews.com
Dakota High School,Michigan,Macomb,http://thedakotaplanet.com
Monroe High School,Michigan,Monroe,http://lotusleaflive.com
Mt. Pleasant High School,Michigan,Mt. Pleasant,https://mphspipeline.com
Novi High School,Michigan,Novi,https://nhsroar.com
Portage Northern High School,Michigan,Portage,http://portagenorthernlight.com
Rochester Adams High School,Michigan,Rochester Hills,http://theadamskilt.com
Rochester High School,Michigan,Rochester Hills,http://rochestertalon.com
Roseville High School,Michigan,Roseville,http://pprowl.com
Royal Oak High School,Michigan,Royal Oak,https://acornnewsmag.org
Eisenhower High School,Michigan,Shelby Twp,http://ikenews.com
South Lyon East High School,Michigan,South Lyon,https://beastnews.org
Southfield High School,Michigan,Southfield,http://southfieldtimes.org
Spring Lake High School,Michigan,Spring Lake,https://thelakeranchor.com
Lake Shore High School,Michigan,St. Clair Shores,https://lshsshoreline.com
St. Louis High School,Michigan,St. Louis,https://sharkscene.com
Stevenson High School,Michigan,Sterling Heights,http://shsvanguard.org
Henry Ford II High School,Michigan,Sterling Heights,https://hf2generator.org
Stockbridge High School,Michigan,Stockbridge,http://uncagednews.com
Troy High School,Michigan,Troy,http://troychariot.org
Utica High School,Michigan,Utica,http://uhsarrow.org
Warren Woods Tower High School,Michigan,Warren,http://titannation.net
West Bloomfield High School,Michigan,West Bloomfield,http://wbhsmedia.com
Woodhaven High School,Michigan,Woodhaven,https://thepurplepulse.com
Wyoming High School,Michigan,Wyoming,https://wyomingwolfpackpress.com
Albert Lea High School,Minnesota,Albert Lea,http://ahlahasa.com
Blaine High School,Minnesota,Blaine,http://bhsblueprint.org
Cambridge-Isanti High School,Minnesota,Cambridge,http://bluejacketstudentnews.org
Cannon Falls High School,Minnesota,Cannon Falls,http://cflantern.org
Columbia Heights High School,Minnesota,Columbia Heights,http://heightsherald.org
Anoka-Ramsey Community College,Minnesota,Coon Rapids,https://thecampuseye.com
Coon Rapids High School,Minnesota,Coon Rapids HIgh School,https://crhsnest.org
Eagan High School,Minnesota,Eagan,http://eaganindependent.com
Eden Prairie High School,Minnesota,Eden Prairie,http://epeaglenewsnetwork.com
Edina High School,Minnesota,Edina,http://edinazephyrus.com
Spectrum High School,Minnesota,Elk River,https://shsnoisenews.org
Totino-Grace High School,Minnesota,Fridley,http://eaglenewsnetwork.org
Breck School,Minnesota,Golden Valley,https://breckbugle.com
Fillmore Central Senior High School,Minnesota,Harmony,https://fcfalconer.org
Lakeville South High School,Minnesota,Lakeville,http://lakevillesouthnews.com
Orono High School,Minnesota,Long Lake,http://spartanspeaks.com
Maple Lake High School,Minnesota,Maple Lake,http://irishoutlook.org
Visitation School,Minnesota,Mendota Heights,http://thevisitationvoice.com
South High School,Minnesota,Minneapolis,http://shsoutherner.net
Blake School,Minnesota,Minneapolis,http://blakespectrum.org
Southwest High School,Minnesota,Minneapolis,https://swhsnavigator.com
Minnetonka High School,Minnesota,Minnetonka,http://minnetonkabreezes.com
Hopkins High School,Minnesota,Minnetonka,http://hopkinsrp.org
Minnetonka High School,Minnesota,Minnetonka,https://vantagedj.org
Morris Area High School,Minnesota,Morris,https://mahspawprints.org
New Prague High School,Minnesota,New Prague,https://nphstrojantimes.org
New Ulm High School,Minnesota,New Ulm,http://NewUlmEagle.com
North High School - St. Paul,Minnesota,North St. Paul,http://northernhighlights.org
Owatonna High School,Minnesota,Owatonna,http://ohsmagnet.com
Academy of Holy Angels,Minnesota,Richfield,https://ahablueandgold.org
Mayo High School,Minnesota,Rochester,http://mayoadvocateonline.com
Rosemount High School,Minnesota,Rosemount,https://rhsirishgazette.org
Roseville Area High School,Minnesota,Roseville,https://rahsville.org
Sartell High School,Minnesota,Sartell,http://thelesabre.com
Prior Lake High School,Minnesota,Savage,http://plhswave.org
Mounds View High School,Minnesota,Shoreview,http://mvviewer.org
St. Francis High School,Minnesota,St. Francis,http://thesfhscrier.com
Benilde-St. Margaret's School,Minnesota,St. Louis Park,http://bsmknighterrant.org/
St. Louis Park High School,Minnesota,St. Louis Park,http://slpecho.com
St. Paul Academy and Summit School,Minnesota,St. Paul,http://rubiconline.com
Cretin-Derham Hall,Minnesota,St. Paul,https://cdhchronicle.org
Mounds Park Academy,Minnesota,St. Paul,https://mpafreethinker.com
Stillwater Area High School,Minnesota,Stillwater,http://sahsponyexpress.com
Holy Family Catholic School,Minnesota,Victoria,http://hfphoenix.com
Cotter High School,Minnesota,Winona,http://Cotternews.org
Brandon High School,Mississippi,Brandon,http://brandonbulldogmediagroup.com
West Lauderdale High School,Mississippi,Collinsville,https://wlhssquire.com
The Mississippi School for Mathematics and Science,Mississippi,Columbus,http://thevisionmsms.org
Jackson Preparatory School,Mississippi,Jackson,http://jpsentry.net
George County High School,Mississippi,Lucedale,https://gchsstudentpress.org
Center Hill High School,Mississippi,Olive Branch,http://chhsponyexpress.com/
Oxford High School,Mississippi,Oxford,http://thechargeronline.com/
St. Andrew's Episcopal School,Mississippi,Ridgeland,http://sarevelation.com
Traverse City West Senior High,Mississippi,Traverse City,https://wshoccidentalist.com
Tupelo High School,Mississippi,Tupelo,http://thscurrent.org
Parkway West High School,Missouri,Ballwin,http://PWestPathfinder.com
Blue Springs South High School,Missouri,Blue Springs,http://jagnewsonline.com
Blue Springs High School,Missouri,Blue Springs,http://bshspurplepost.com
Brentwood High School,Missouri,Brentwood,https://brentwoodeaglenews.com
Cape Central High School,Missouri,Cape Girardeau,https://capecentraltiger.com
Parkway Central High School,Missouri,Chesterfield,https://pchcorral.com
Marquette High School,Missouri,Chesterfield,http://marquettemessenger.com
Clayton High School,Missouri,Clayton,http://chsglobe.com/
Battle High School,Missouri,Columbia,http://spartanspearhead.com
Hickman High School,Missouri,Columbia,https://purpleandgoldnews.com
Rock Bridge High School,Missouri,Columbia,https://bearingnews.org
Diamond High School,Missouri,Diamond,https://diamondprowl.com
Eureka High School,Missouri,Eureka,http://ehshub.org
Farmington High School,Missouri,Farmington,https://fhsknightlife.com
Rockwood Summit High School,Missouri,Fenton,https://rstalon.com
Rockwood Summit High School,Missouri,Fenton,https://kftn927.com
Hazelwood Central High School,Missouri,Florissant,http://hazelwoodcentralhawktalk.com
Fredericktown High School,Missouri,Fredericktown,https://fhsscratchpad.org
Grandview High School,Missouri,Grandview,http://ghsthestudent.com 
Hazelwood West High School,Missouri,Hazelwood,https://wildcatpost.org
Windsor C-1 High School,Missouri,Imperial,http://WHSTheHoot.com
Fort Osage High School,Missouri,Independence,http://fohssignal.net/
Capital City High School,Missouri,Jefferson City,https://cchsplume.com
Joplin High School,Missouri,Joplin,https://jhsspyglass.com
Notre Dame de Sion,Missouri,Kansas City,http://sionstudentmedia.com
Winnetonka High School,Missouri,Kansas City,http://tonkanews.com
Staley High School,Missouri,Kansas City,http://staleynews.com/
St. Teresa's Academy,Missouri,Kansas City,http://dartnewsonline.com
Oak Park High School,Missouri,Kansas City,http://NorthmenNews.com
Rockhurst High School,Missouri,Kansas City,https://prepnewsonline.com
The Pembroke Hill School,Missouri,Kansas City,https://pembrokehillvoice.org
Kirkwood High School,Missouri,Kirkwood,http://thekirkwoodcall.com
John Burroughs School,Missouri,Ladue,http://jbstheworld.org
Lee''s Summit High School,Missouri,Lee's Summit,http://hilifenewsmag.com
Liberty High School,Missouri,Liberty,http://lhsnews.net
Liberty North High School,Missouri,Liberty,http://northnationmedia.com/
Parkway South High School,Missouri,Manchester,http://psouthtreaty.com
Marshfield High School,Missouri,Marshfield,http://jaychatter.com
Pattonville High School,Missouri,Maryland Heights,https://pattonvilletoday.com
St. Brendan School,Missouri,Mexico,https://saintbrendansnews.org
Nixa High School,Missouri,Nixa,https://nixajournalism.net
North Kansas City High School,Missouri,North Kansas City,http://northtownnews.com/
Fort Zumwalt West High School,Missouri,O'Fallon,http://fzwnews.com
St. Dominic High School,Missouri,O'Fallon,http://crusadernationnews.org
School of the Osage,Missouri,Osage Beach,https://thesotosun.org
Pacific High School,Missouri,Pacific,https://phspublications.com
Raymore Peculiar High School,Missouri,Peculiar,http://raypecnow.com
Platte County High School,Missouri,Platte City,https://pchspiratepress.com
Potosi High School,Missouri,Potosi,https://phsodyssey.com
Rolla High School,Missouri,Rolla,http://rhsecho.com
St. Patrick Catholic School,Missouri,Rolla,https://emeraldpress.org
Mary Institute and Saint Louis Country Day School,Missouri,Saint Louis,https://micdsthevoice.org
Kickapoo High School,Missouri,Springfield,http://khqtoday.com
St. Joseph's Academy,Missouri,St Louis,http://sjathevoice.org
St. Charles High School,Missouri,St. Charles,http://schsnow.com
Francis Howell Central High School,Missouri,St. Charles,http://fhctoday.com
Francis Howell North High School,Missouri,St. Charles,http://fhntoday.com
St. Charles West High School,Missouri,St. Charles,https://scwtoday.com
Westminster Christian Academy,Missouri,St. Louis,http://thewildcatroar.com
Lindbergh High School,Missouri,St. Louis,http://lindberghlookup.com
Ritenour High School,Missouri,St. Louis,http://ritenourlive.org
Oakville High School,Missouri,St. Louis,http://myohsonline.com
Chaminade College Preparatory School,Missouri,St. Louis,http://ccpstudentnews.org/
Mehlville High School,Missouri,St. Louis,http://mehlvillemedia.com
Francis Howell High School,Missouri,St. Louis,http://fhhstoday.com
Hancock High School,Missouri,St. Louis,http://thehancockgrowler.com
Ladue Horton Watkins High School,Missouri,St. Louis,http://laduepublications.com
Grand Center Arts Academy,Missouri,St. Louis,http://gcaatoday.com
De Smet Jesuit High School,Missouri,St. Louis,http://desmetmirror.com/
Parkway North High School,Missouri,St. Louis,https://pnhnorsestar.com
St. Louis Priory School,Missouri,St. Louis,https://theprioryrecord.com
Hazelwood East High School,Missouri,St. Louis,https://hehsspartanspectrum.org
University City High School,Missouri,University City,http://utimesonline.com
